eBird English Name 2023,eBird English Name 2022,eBird Scientific Name 2022,SoIB 2023 Priority Status,SoIB 2023 Long-term Trend Status,SoIB 2023 Current Annual Trend Status,SoIB 2023 Distribution Range Size Status,Order,Family,Diet Guild,Endemicity,Endemic to India,Endemic to Subcontinent,Endemic to Himalaya,Habitat Specialization,Migratory Status within India,Restricted to Islands,IUCN Category,WPA Schedule,CITES Appendix,CMS Appendix,One Percent Population Threshold
Hill Pigeon,Hill Pigeon,Columba rupestris,Low,Insufficient Data,Insufficient Data,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,
Snow Pigeon,Snow Pigeon,Columba leuconota,Moderate,Decline,Stable,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Yellow-eyed Pigeon,Yellow-eyed Pigeon,Columba eversmanni,High,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Vulnerable,Schedule-I,,,
Common Wood-Pigeon,Common Wood-Pigeon,Columba palumbus,Moderate,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Local Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Speckled Wood-Pigeon,Speckled Wood-Pigeon,Columba hodgsonii,Moderate,Insufficient Data,Decline,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Ashy Wood-Pigeon,Ashy Wood-Pigeon,Columba pulchricollis,Moderate,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Nilgiri Wood-Pigeon,Nilgiri Wood-Pigeon,Columba elphinstonii,Moderate,Decline,Stable,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident & Local Migrant,FALSE,Vulnerable,Schedule-I,,,
Pale-capped Pigeon,Pale-capped Pigeon,Columba punicea,High,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Vulnerable,Schedule-I,,,
Andaman Wood-Pigeon,Andaman Wood-Pigeon,Columba palumboides,Moderate,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Andaman and Nicobar Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Near Threatened,Schedule-II,,,
European Turtle-Dove,European Turtle-Dove,Streptopelia turtur,,,,,Columbiformes,Columbidae (Pigeons and Doves),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Vulnerable,Schedule-II,,,
Oriental Turtle-Dove,Oriental Turtle-Dove,Streptopelia orientalis,Low,Trend Inconclusive,Trend Inconclusive,Large,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Within-India Migrant,FALSE,Least Concern,Schedule-II,,,
Eurasian Collared-Dove,Eurasian Collared-Dove,Streptopelia decaocto,Low,Trend Inconclusive,Increase,Very Large,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Red Collared-Dove,Red Collared-Dove,Streptopelia tranquebarica,Low,Trend Inconclusive,Stable,Large,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Spotted Dove,Spotted Dove,Spilopelia chinensis,Low,Trend Inconclusive,Increase,Very Large,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Laughing Dove,Laughing Dove,Spilopelia senegalensis,Low,Trend Inconclusive,Trend Inconclusive,Very Large,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Barred Cuckoo-Dove,Barred Cuckoo-Dove,Macropygia unchall,Low,Insufficient Data,Trend Inconclusive,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Andaman Cuckoo-Dove,Andaman Cuckoo-Dove,Macropygia rufipennis,Moderate,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Andaman and Nicobar Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Least Concern,Schedule-II,,,
Namaqua Dove,Namaqua Dove,Oena capensis,,,,,Columbiformes,Columbidae (Pigeons and Doves),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Asian Emerald Dove,Asian Emerald Dove,Chalcophaps indica,Low,Trend Inconclusive,Trend Inconclusive,Large,Columbiformes,Columbidae (Pigeons and Doves),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Nicobar Pigeon,Nicobar Pigeon,Caloenas nicobarica,Moderate,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,TRUE,Near Threatened,Schedule-I,Appendix I,,
Orange-breasted Green-Pigeon,Orange-breasted Green-Pigeon,Treron bicinctus,Moderate,Insufficient Data,Trend Inconclusive,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Local Migrant,FALSE,Least Concern,Schedule-II,,,
Gray-fronted Green-Pigeon,Gray-fronted Green-Pigeon,Treron affinis,Low,Stable,Trend Inconclusive,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Andaman Green-Pigeon,Andaman Green-Pigeon,Treron chloropterus,Moderate,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Andaman and Nicobar Islands,FALSE,FALSE,FALSE,Forest,Resident,TRUE,Near Threatened,Schedule-I,,,
Ashy-headed Green-Pigeon,Ashy-headed Green-Pigeon,Treron phayrei,Moderate,Insufficient Data,Insufficient Data,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Near Threatened,Schedule-II,,,
Thick-billed Green-Pigeon,Thick-billed Green-Pigeon,Treron curvirostra,Low,Insufficient Data,Trend Inconclusive,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Yellow-footed Green-Pigeon,Yellow-footed Green-Pigeon,Treron phoenicopterus,Low,Rapid Increase,Increase,Very Large,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Pin-tailed Green-Pigeon,Pin-tailed Green-Pigeon,Treron apicauda,Low,Insufficient Data,Trend Inconclusive,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Wedge-tailed Green-Pigeon,Wedge-tailed Green-Pigeon,Treron sphenurus,Low,Trend Inconclusive,Stable,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Green Imperial-Pigeon,Green Imperial-Pigeon,Ducula aenea,Low,Stable,Increase,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Near Threatened,Schedule-II,,,
Nicobar Imperial-Pigeon,Nicobar Imperial-Pigeon,Ducula nicobarica,Moderate,Insufficient Data,Insufficient Data,Restricted,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Nicobar Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Near Threatened,Schedule-II,,,
Malabar Imperial-Pigeon,Malabar Imperial-Pigeon,Ducula cuprea,Moderate,Rapid Decline,Trend Inconclusive,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Mountain Imperial-Pigeon,Mountain Imperial-Pigeon,Ducula badia,Low,Insufficient Data,Trend Inconclusive,Moderate,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Pied Imperial-Pigeon,Pied Imperial-Pigeon,Ducula bicolor,,,,,Columbiformes,Columbidae (Pigeons and Doves),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,TRUE,Least Concern,Schedule-II,,,
Tibetan Sandgrouse,Tibetan Sandgrouse,Syrrhaptes tibetanus,,,,,Pterocliformes,Pteroclidae (Sandgrouse),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,,,
Pallas's Sandgrouse,Pallas's Sandgrouse,Syrrhaptes paradoxus,,,,,Pterocliformes,Pteroclidae (Sandgrouse),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Uncertain,FALSE,Least Concern,Schedule-II,,,
Pin-tailed Sandgrouse,Pin-tailed Sandgrouse,Pterocles alchata,,,,,Pterocliformes,Pteroclidae (Sandgrouse),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Grassland,Uncertain,FALSE,Least Concern,Schedule-II,,,
Chestnut-bellied Sandgrouse,Chestnut-bellied Sandgrouse,Pterocles exustus,Low,Decline,Stable,Large,Pterocliformes,Pteroclidae (Sandgrouse),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Grassland,Resident,FALSE,Least Concern,Schedule-II,,,
Spotted Sandgrouse,Spotted Sandgrouse,Pterocles senegallus,,,,,Pterocliformes,Pteroclidae (Sandgrouse),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Grassland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Black-bellied Sandgrouse,Black-bellied Sandgrouse,Pterocles orientalis,,,,,Pterocliformes,Pteroclidae (Sandgrouse),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Grassland,Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Painted Sandgrouse,Painted Sandgrouse,Pterocles indicus,Moderate,Insufficient Data,Insufficient Data,Moderate,Pterocliformes,Pteroclidae (Sandgrouse),Plant & Seed,Indian Subcontinent,FALSE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Great Indian Bustard,Great Indian Bustard,Ardeotis nigriceps,High,Insufficient Data,Trend Inconclusive,Restricted,Otidiformes,Otididae (Bustards),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Grassland,Resident,FALSE,Critically Endangered,Schedule-I,Appendix I,Appendix I,
Macqueen's Bustard,Macqueen's Bustard,Chlamydotis macqueenii,High,Insufficient Data,Insufficient Data,Restricted,Otidiformes,Otididae (Bustards),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Grassland,Winter Migrant,FALSE,Vulnerable,Schedule-I,Appendix I,Appendix II,
Bengal Florican,Bengal Florican,Houbaropsis bengalensis,High,Insufficient Data,Insufficient Data,Very Restricted,Otidiformes,Otididae (Bustards),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Local Migrant,FALSE,Critically Endangered,Schedule-I,Appendix I,Appendix I,
Lesser Florican,Lesser Florican,Sypheotides indicus,High,Insufficient Data,Insufficient Data,Restricted,Otidiformes,Otididae (Bustards),Omnivore,Indian Subcontinent,FALSE,TRUE,FALSE,Grassland,Local Migrant,FALSE,Critically Endangered,Schedule-I,Appendix II,,
Little Bustard,Little Bustard,Tetrax tetrax,,,,,Otidiformes,Otididae (Bustards),Plant & Seed,Non-endemic,FALSE,FALSE,FALSE,Grassland,Uncertain,FALSE,Near Threatened,Schedule-I,Appendix II,Appendix I,
Andaman Coucal,Andaman Coucal,Centropus andamanensis,Moderate,Insufficient Data,Insufficient Data,Restricted,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Andaman Islands,FALSE,FALSE,FALSE,Non-specialized,Resident,TRUE,Least Concern,Schedule-II,,,
Greater Coucal,Greater Coucal,Centropus sinensis,Low,Increase,Rapid Increase,Very Large,Cuculiformes,Cuculidae (Cuckoos),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Lesser Coucal,Lesser Coucal,Centropus bengalensis,Low,Stable,Trend Inconclusive,Moderate,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,
Sirkeer Malkoha,Sirkeer Malkoha,Taccocua leschenaultii,High,Rapid Decline,Rapid Decline,Large,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Blue-faced Malkoha,Blue-faced Malkoha,Phaenicophaeus viridirostris,Low,Stable,Stable,Large,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Green-billed Malkoha,Green-billed Malkoha,Phaenicophaeus tristis,Low,Stable,Stable,Moderate,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Chestnut-winged Cuckoo,Chestnut-winged Cuckoo,Clamator coromandus,Moderate,Insufficient Data,Insufficient Data,Restricted,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Summer Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Pied Cuckoo,Pied Cuckoo,Clamator jacobinus,Low,Trend Inconclusive,Stable,Very Large,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Asian Koel,Asian Koel,Eudynamys scolopaceus,Low,Rapid Increase,Increase,Very Large,Cuculiformes,Cuculidae (Cuckoos),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Asian Emerald Cuckoo,Asian Emerald Cuckoo,Chrysococcyx maculatus,Moderate,Insufficient Data,Insufficient Data,Restricted,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Violet Cuckoo,Violet Cuckoo,Chrysococcyx xanthorhynchus,,,,,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Horsfield's Bronze-Cuckoo,Horsfield's Bronze-Cuckoo,Chrysococcyx basalis,,,,,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Uncertain,FALSE,Least Concern,Schedule-II,,,
Banded Bay Cuckoo,Banded Bay Cuckoo,Cacomantis sonneratii,Moderate,Decline,Trend Inconclusive,Large,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Plaintive Cuckoo,Plaintive Cuckoo,Cacomantis merulinus,Low,Insufficient Data,Insufficient Data,Moderate,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Gray-bellied Cuckoo,Gray-bellied Cuckoo,Cacomantis passerinus,Low,Stable,Trend Inconclusive,Large,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Non-specialized,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Fork-tailed Drongo-Cuckoo,Fork-tailed Drongo-Cuckoo,Surniculus dicruroides,Low,Insufficient Data,Trend Inconclusive,Moderate,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Within-India Migrant,FALSE,Least Concern,Schedule-II,,,
Square-tailed Drongo-Cuckoo,Square-tailed Drongo-Cuckoo,Surniculus lugubris,Low,Insufficient Data,Insufficient Data,Moderate,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Large Hawk-Cuckoo,Large Hawk-Cuckoo,Hierococcyx sparverioides,Low,Insufficient Data,Insufficient Data,Moderate,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,,
Common Hawk-Cuckoo,Common Hawk-Cuckoo,Hierococcyx varius,Low,Trend Inconclusive,Rapid Increase,Very Large,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Hodgson's Hawk-Cuckoo,Hodgson's Hawk-Cuckoo,Hierococcyx nisicolor,,,,,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Lesser Cuckoo,Lesser Cuckoo,Cuculus poliocephalus,Low,Insufficient Data,Insufficient Data,Moderate,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Indian Cuckoo,Indian Cuckoo,Cuculus micropterus,Low,Insufficient Data,Insufficient Data,Large,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Summer Migrant & Localized Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Himalayan Cuckoo,Himalayan Cuckoo,Cuculus saturatus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Common Cuckoo,Common Cuckoo,Cuculus canorus,Low,Insufficient Data,Insufficient Data,Large,Cuculiformes,Cuculidae (Cuckoos),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Summer Migrant & Passage Migrant,FALSE,Least Concern,Schedule-II,,,
Sri Lanka Frogmouth,Sri Lanka Frogmouth,Batrachostomus moniliger,,,,,Caprimulgiformes,Podargidae (Frogmouths),Invertebrate,Western Ghats & Sri Lanka,FALSE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-I,,,
Hodgson's Frogmouth,Hodgson's Frogmouth,Batrachostomus hodgsoni,,,,,Caprimulgiformes,Podargidae (Frogmouths),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-I,,,
Great Eared-Nightjar,Great Eared-Nightjar,Lyncornis macrotis,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Jungle Nightjar,Jungle Nightjar,Caprimulgus indicus,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Gray Nightjar,Gray Nightjar,Caprimulgus jotaka,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Eurasian Nightjar,Eurasian Nightjar,Caprimulgus europaeus,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Passage Migrant,FALSE,Least Concern,Schedule-II,,,
Sykes's Nightjar,Sykes's Nightjar,Caprimulgus mahrattensis,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Large-tailed Nightjar,Large-tailed Nightjar,Caprimulgus macrurus,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Andaman Nightjar,Andaman Nightjar,Caprimulgus andamanicus,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Andaman Islands,TRUE,TRUE,FALSE,Forest & Plantation,Resident,TRUE,Least Concern,Schedule-II,,,
Jerdon's Nightjar,Jerdon's Nightjar,Caprimulgus atripennis,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Indian Nightjar,Indian Nightjar,Caprimulgus asiaticus,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Savanna Nightjar,Savanna Nightjar,Caprimulgus affinis,,,,,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Grassland & Scrub,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
White-rumped Spinetail,White-rumped Needletail,Zoonavena sylvatica,Moderate,Rapid Decline,Trend Inconclusive,Moderate,Caprimulgiformes,Apodidae (Swifts),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
White-throated Needletail,White-throated Needletail,Hirundapus caudacutus,,,,,Caprimulgiformes,Apodidae (Swifts),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Silver-backed Needletail,Silver-backed Needletail,Hirundapus cochinchinensis,,,,,Caprimulgiformes,Apodidae (Swifts),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Brown-backed Needletail,Brown-backed Needletail,Hirundapus giganteus,Moderate,Rapid Decline,Trend Inconclusive,Moderate,Caprimulgiformes,Apodidae (Swifts),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Plume-toed Swiftlet,Plume-toed Swiftlet,Collocalia affinis,,,,,Caprimulgiformes,Apodidae (Swifts),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,TRUE,Not Recognised,Schedule-II,,,
